<tdmsfile>
<project>  </project>
<class> Corpus </class>
<language> Korean </language>
<textcode> KSC-5601-1988 </textcode>
<process>  pos </process>
<version>  </version>
<serialnumber> 96-kaist_corpus_96_explanation_pos_mh2-0016.txt </serialnumber>
<filename> kaistcorpus_written_pos_or_generality_explanation95_mh2-0016.txt </filename>
<title>창세기 강해집  </title>
<author>박오근  </author>
<date>1993  </date>
<publisher>크리스찬비젼하우스  </publisher>
<kdc>233.211  </kdc>
<ddc>222.11  </ddc>
<typist>  </typist> 
<inputstatus>  </inputstatus>
<note>  </note>
<tdmsfiletext>
1	1/nno
흙으로	흙/ncn+으로/jca
돌아가라고	돌/pvg+아/ecs+가/pvg+라/ef+고/jcr
선고하신	선고/ncpa+하/xsv+시/ep+ㄴ/etm
하나님	하나님/nq
!	!/sf
사형선고	사형/ncn+선고/ncn
밑에	밑/ncn+에/jca
있는	있/paa+는/etm
인생의	인생/ncn+의/jcm
절망적이고	절망/ncn+적/xsn+이/jp++고/ecc
그	그/mmd
가련한	가련/ncps+하/xsm+ㄴ/etm
상태가	상태/ncn+가/jcs
얼마나	얼마나/mag
초라합니까	초라하/paa+ㅂ니까/ef
?	?/sf
그들은	그/npp+들/xsn+은/jxc
하나님의	하나님/nq+의/jcm
심판	심판/ncn
앞에서	앞/ncn+에서/jca
하와는	하와/nq+는/jxc
뱀을	뱀/ncn+을/jco
핑계하고	핑계/ncpa+하/xsv+고/ecc
,	,/sp
아담은	아담/nq+은/jxc
하와를	하와/nq+를/jco
핑계하였읍니다	핑계/ncpa+하/xsv+었/ep+ㅂ니다/ef
.	./sf
그	그/mmd
핑계가	핑계/ncn+가/jcs
그들의	그/npp+들/xsn+의/jcm
죄를	죄/ncn+를/jco
가리우는	가리우/pvg+는/etm
데는	데/nbn+는/jxc
조금도	조금도/mag
변명이	변명/ncn+이/jcc
되지	되/pvg+지/ecx
못하고	못하/px+고/ecc
도움이	도움/ncn+이/jcc
되지	되/pvg+지/ecx
못했던	못하/px+었/ep+던/etm
것을	것/nbn+을/jco
우리는	우리/npp+는/jxc
알게	알/pvg+게/ecs
됩니다	되/pvg+ㅂ니다/ef
.	./sf
그들의	그/npp+들/xsn+의/jcm
슬퍼하는	슬퍼하/pvg+는/etm
모습	모습/ncn
,	,/sp
초조하고	초조/ncps+하/xsm+고/ecc
가련한	가련하/paa+ㄴ/etm
모습은	모습/ncn+은/jxc
나무	나무/ncn
사이로	사이/ncn+로/jca
숨어다니면서	숨/pvg+어/ecx+다니/px+면서/ecs
열심히	열심/ncn+히/xsa
무화과	무화과/nq
나무잎사귀로	나무/ncn+잎사귀/ncn+로/jca
치마를	치마/ncn+를/jco
엮는	엮/pvg+는/etm
일에서	일/ncn+에서/jca
엿볼	엿보/pvg+ㄹ/etm
수는	수/nbn+는/jxc
있으나	있/paa+으나/ecs
그것을	그것/npd+을/jco
동정으로	동정/ncn+으로/jca
되어서	되/pvg+어서/ecs
죄를	죄/ncn+를/jco
가볍게	가볍/paa+게/ecx
하지는	하/pvg+지/ecx+는/jxc
못하는	못하/px+는/etm
것입니다	것/nbn+이/jp++ㅂ니다/ef
.	./sf
계속적으로	계속/ncn+적/xsn+으로/jca
밀어닥치는	밀/pvg+어/ecx+닥치/px+는/jxc
두려움과	두려/paa+ㅁ/xsn+과/jcj
절망이	절망/ncn+이/jcs
사람에게	사람/ncn+에게/jca
엄습하고	엄습/ncpa+하/xsv+고/ecx
있는	있/px+는/etm
그	그/mmd
광경을	광경/ncn+을/jco
보신	보/pvg+시/ep+ㄴ/etm
하나님의	하나님/nq+의/jcm
사랑이	사랑/ncn+이/jcs
이제	이제/mag
발로되어	발로/ncpa+되/xsv+어/ecx
지는	지/px+는/etm
것을	것/nbn+을/jco
볼	보/pvg+ㄹ/etm
수	수/nbn
있읍니다	있/paa+ㅂ니다/ef
.	./sf
아담의	아담/nq+의/jcm
죽음을	죽/pvg+ㅁ/xsn+을/jco
대신해서	대신/ncpa+하/xsv+어서/ecs
어떤	어떤/mmd
다른	다르/paa+ㄴ/etm
가죽을	가죽/ncn+을/jco
가진	가지/pvg+ㄴ/etm
짐승이	짐승/ncn+이/jcs
죽임을	죽이/pvg+ㅁ/etn+을/jco
당하여야	당하/pvg+어야/ecs
아담의	아담/nq+의/jcm
죄를	죄/ncn+를/jco
가리울	가리우/pvg+ㄹ/etm
수	수/nbn
있다는	있/paa+다/ef+는/etm
것이	것/nbn+이/jcs
하나님의	하나님/nq+의/jcm
구원계획인	구원/ncn+계획/ncn+이/jp++ㄴ/etm
것을	것/nbu+을/jco
우리가	우리/npp+가/jcs
볼	보/pvg+ㄹ/etm
수	수/nbn
있는	있/paa+는/etm
것입니다	것/nbn+이/jp++ㅂ니다/ef
.	./sf
여기에	여기/npd+에/jca
하나님의	하나님/nq+의/jcm
사랑이	사랑/ncn+이/jcs
나타납니다	나타나/pvg+ㅂ니다/ef
.	./sf
"	"/sl
여호와	여호/nq+와/jcj
하나님께서	하나님/nq+께서/jcs
아담과	아담/nq+과/jcj
그	그/mmd
아내를	아내/ncn+를/jco
위하여	위하/pvg+어/ecs
가죽옷을	가죽/ncn+옷/ncn+을/jco
지어	짓/pvg+어/ecx
입히시니라	입히/pvg+시/ep+니라/ef
"	"/sr
이	이/mmd
말씀은	말씀/ncn+은/jxc
하나님께서	하나님/nq+께서/jcs
아담과	아담/nq+과/jcj
그	그/mmd
아내를	아내/ncn+를/jco
위하여	위하/pvg+어/ecs
가죽옷을	가죽/ncn+옷/ncn+을/jco
지어	짓/pvg+어/ecx
입히시니라	입히/pvg+시/ep+니라/ef
"	"/sr
이	이/mmd
말씀은	말씀/ncn+은/jxc
아담	아담/nq
하와에게	하와/nq+에게/jca
사형	사형/ncn
언도를	언도/ncn+를/jco
받은	받/pvg+ㄴ/etm
자에게	자/nbn+에게/jca
특별사면의	특별/ncn+사면/ncn+의/jcm
선언입니다	선언/ncn+이/jp++ㅂ니다/ef
.	./sf
이것은	이것/npd+은/jxc
저들에게	저/npp+들/xsn+에게/jca
하늘의	하늘/ncn+의/jcm
빛이요	빛/ncn+이/jp+요/ecc
,	,/sp
생명의	생명/ncn+의/jcm
환희요	환희/ncn+요/ecc
,	,/sp
이	이/mmd
가죽옷을	가죽/ncn+옷/ncn+을/jco
주신	주/pvg+시/ep+ㄴ/etm
그	그/mmd
분에게	분/nbn+에게/jca
대한	대하/pvg+ㄴ/etm
말할	말/ncpa+하/xsv+ㄹ/etm
수	수/nbn
없는	없/paa+는/etm
감사요	감사/ncn+요/ecc
,	,/sp
끝없는	끝없/paa+는/etm
찬송인	찬송/ncn+이/jp++ㄴ/etm
것입니다	것/nbn+이/jp++ㅂ니다/ef
.	./sf
여러분	여러분/npp
,	,/sp
이	이/mmd
가죽옷이	가죽/ncn+옷/ncn+이/jcs
무엇인가	무엇/npd+이/jp++ㄴ가/ef
한	한/nnc
번	번/nbu
더	더/mag
생각하고자	생각/ncpa+하/xsv+고자/ecs
합니다	하/px+ㅂ니다/ef
.	./sf
가죽은	가죽/ncn+은/jxc
농사를	농사/ncn+를/jco
지어서	짓/pvg+어서/ecs
얻는	얻/pvg+는/etm
것이	것/nbn+이/jcc
아닙니다	아니/paa+ㅂ니다/ef
.	./sf
흙을	흙/ncn+을/jco
파서	파/pvg+서/ecs
얻는	얻/pvg+는/etm
것도	것/nbn+도/jxc
물론	물론/mag
아니지요	아니/paa+지요/ef
,	,/sp
바다에	바다/ncn+에/jca
그물을	그물/ncn+을/jco
쳐서	치/pvg+어서/ecs
고기를	고기/ncn+를/jco
잡듯	잡/pvg+듯/ecs
낚아	낚/pvg+아/ecx
올리는	올리/px+는/etm
것도	것/nbn+도/jxc
아닙니다	아니/paa+ㅂ니다/ef
.	./sf
이	이/mmd
가죽을	가죽/ncn+을/jco
얻는	얻/pvg+는/etm
방법은	방법/ncn+은/jxc
가죽을	가죽/ncn+을/jco
가진	가지/pvg+ㄴ/etm
생명체가	생명/ncn+체/xsn+가/jcs
죽어	죽/pvg+어/ecs
피흘림으로	피/ncn+흘리/pvg+ㅁ/etn+으로/jca
말미암아	말미암아/mag
가죽을	가죽/ncn+을/jco
얻게	얻/pvg+게/ecs
되는	되/pvg+는/etm
결과인	결과/ncn+이/jp++ㄴ/etm
것입니다	것/nbn+이/jp++ㅂ니다/ef
.	./sf
다시	다시/mag
말하면	말/ncpa+하/xsv+면/ecs
아담의	아담/nq+의/jcm
죽음을	죽/pvg+ㅁ/xsn+을/jco
대신해서	대신/ncpa+하/xsv+어서/ecs
가죽을	가죽/ncn+을/jco
가진	가지/pvg+ㄴ/etm
짐승이	짐승/ncn+이/jcs
피흘려	피/ncn+흘리/pvg+어/ecs
죽으므로	죽/pvg+으므로/ecs
가죽이	가죽/ncn+이/jcs
제공되는	제공/ncpa+되/xsv+는/etm
것입니다	것/nbn+이/jp++ㅂ니다/ef
.	./sf
히브리서	히브리/nq+서/jca
9	9/nno
장	장/nbu
22	22/nno
절은	절/nbu+은/jxc
말합니다	말/ncpa+하/xsv+ㅂ니다/ef
."	./sf+"/sl
피	피/ncn
흘림이	흘리/pvg+ㅁ/etn+이/jcs
없이는	없/paa+이/xsa+는/jxc
사함이	사/pvg+하/xsv+ㅁ/etn+이/jcs
없느니라	없/paa+느니라/ef
"	"/sr
가죽을	가죽/ncn+을/jco
남긴	남기/pvg+ㄴ/etm
그	그/mmd
생명체가	생명/ncn+체/xsn+가/jcs
아담	아담/nq
하와를	하와/nq+를/jco
위하여	위하/pvg+어/ecs
대신	대신/ncn
죽었다는	죽/pvg+었/ep+다/ef+는/etm
것을	것/nbn+을/jco
우리가	우리/npp+가/jcs
여기서	여기/npd+서/jca
밝혀	밝히/pvg+어/ecx
볼	보/px+ㄹ/etm
수	수/nbn
있는	있/paa+는/etm
것입니다	것/nbn+이/jp++ㅂ니다/ef
.	./sf
히브리서	히브리/nq+서/jca
10	10/nno
장	장/nbu
1	1/nno
절은	절/nbu+은/jxc
"	"/sl
구약은	구약/nq+은/jxc
신약의	신약/nq+의/jcm
그림자	그림자/ncn
"	"/sr
라고	라고/jcr
말합니다	말/ncpa+하/xsv+ㅂ니다/ef
.	./sf
그렇다면	그렇다면/maj
이	이/mmd
가죽이	가죽/ncn+이/jcs
벗겨지고	벗기/pvg+어/ecx+지/px+고/ecc
죽은	죽/pvg+ㄴ/etm
죽음은	죽/pvg+ㅁ/xsn+은/jxc
누구의	누구/npp+의/jcm
죽음을	죽/pvg+ㅁ/xsn+을/jco
예표하는	예표/ncpa+하/xsv+는/etm
것이겠읍니까	것/nbn+이/jp++겠/ep+ㅂ니까/ef
?	?/sf
신약성경이	신약성경/nq+이/jcs
그	그/mmd
답을	답/ncn+을/jco
밝힙니다	밝히/pvg+ㅂ니다/ef
.	./sf
예수	예수/nq
그리스도의	그리스도/nq+의/jcm
십자가의	십자가/ncn+의/jcm
죽음을	죽/pvg+ㅁ/xsn+을/jco
여기에서	여기/npd+에서/jca
가리키고	가리키/pvg+고/ecx
있는	있/px+는/etm
것입니다	것/nbn+이/jp++ㅂ니다/ef
.	./sf
예수	예수/nq
그리스도께서	그리스도/nq+께서/jcs
십자가에	십자가/ncn+에/jca
못박혀	못/ncn+박히/pvg+어/ecs
피흘려	피/ncn+흘리/pvg+어/ecs
죽으심으로	죽/pvg+으시/ep+ㅁ/etn+으로/jca
말미암아	말미암아/mag
그가	그/npp+가/jcs
하나님	하나님/nq
앞에	앞/ncn+에/jca
세상의	세상/ncn+의/jcm
죄값으로	죄/ncn+값/ncn+으로/jca
번제를	번제/ncn+를/jco
드리워진	드리우/pvg+어/ecx+지/px+ㄴ/etm
바	바/nbn
되고	되/pvg+고/ecc
예수님의	예수/nq+님/xsn+의/jcm
입었던	입/pvg+었/ep+던/etm
옷이	옷/ncn+이/jcs
벗겨져서	벗기/pvg+어/ecx+지/px+어서/ecs
네	네/npp
깃으로	깃/ncn+으로/jca
나누어진	나누/pvg+어/ecx+지/px+ㄴ/etm
사실을	사실/ncn+을/jco
우리는	우리/npp+는/jxc
성경에서	성경/nq+에서/jca
읽을	읽/pvg+ㄹ/etm
수	수/nbn
있읍니다	있/paa+ㅂ니다/ef
.	./sf
네	네/npp
깃으로	깃/ncn+으로/jca
나누었다는	나누/pvg+었/ep+다/ef+는/etm
말은	말/ncn+은/jxc
즉	즉/mag
동서남북이요	동서남북/ncn+이/jp+요/ecc
,	,/sp
남녀노소요	남녀/ncn+노소/ncn+요/ecc
,	,/sp
빈부귀천이요	빈부/ncn+귀천/ncn+이/jp+요/ecc
,	,/sp
동서사방의	동서/ncn+사방/ncn+의/jcm
모든	모든/mma
인류들이	인류/ncn+들/xsn+이/jcs
골로구	골로구/mag
믿음으로	믿/pvg+ㅁ/xsn+으로/jca
나누어	나누/pvg+어/ecx
가질	가지/px+ㄹ/etm
수	수/nbn
있다는	있/paa+다/ef+는/etm
것을	것/nbn+을/jco
말하는	말/ncpa+하/xsv+는/etm
것입니다	것/nbn+이/jp++ㅂ니다/ef
.	./sf
우리는	우리/npp+는/jxc
십자가에서	십자가/ncn+에서/jca
벌거벗은	벌거벗/pvg+ㄴ/etm
수치의	수치/ncn+의/jcm
죽임을	죽이/pvg+ㅁ/etn+을/jco
당하신	당하/pvg+시/ep+ㄴ/etm
주님이	주/ncn+님/xsn+이/jcs
입으신	입/pvg+으시/ep+ㄴ/etm
옷이	옷/ncn+이/jcs
우리의	우리/npp+의/jcm
수치와	수치/ncn+와/jcj
죄를	죄/ncn+를/jco
가리우는	가리우/pvg+는/etm
하나님의	하나님/nq+의/jcm
축복된	축복/ncpa+되/xsv+ㄴ/etm
구속의	구속/ncn+의/jcm
언약인	언약/ncn+이/jp++ㄴ/etm
것을	것/nbn+을/jco
이	이/mmd
가죽옷의	가죽/ncn+옷/ncn+의/jcm
그림자에서	그림자/ncn+에서/jca
볼	보/pvg+ㄹ/etm
수	수/nbn
있어야	있/paa+어야/ecx
합니다	하/px+ㅂ니다/ef
.	./sf
이사야	이사야/nq
53	53/nno
장	장/nbu
7	7/nno
절에	절/nbu+에/jca
"	"/sl
도살장으로	도살/ncn+장/xsn+으로/jca
끌려가는	끌리/pvg+어/ecx+가/px+는/etm
양과	양/ncn+과/jca
같아서	같/paa+아서/ecs
"	"/sr
라고	라고/jcr
하신	하/pvg+시/ep+ㄴ/etm
말씀은	말씀/ncn+은/jxc
예수님의	예수/nq+님/xsn+의/jcm
죽음에	죽/pvg+ㅁ/xsn+에/jca
대한	대하/pvg+ㄴ/etm
그의	그/npp+의/jcm
자발적인	자발/ncn+적/xsn+이/jp++ㄴ/etm
사랑의	사랑/ncn+의/jcm
행위라고	행위/ncn+라고/jcr
볼	보/pvg+ㄹ/etm
수	수/nbn
있는	있/paa+는/etm
것입니다	것/nbn+이/jp++ㅂ니다/ef
.	./sf
창세기	창세기/nq
3	3/nno
장	장/nbu
21	21/nno
절에	절/nbu+에/jca
"	"/sl
여호와	여호와/nq
하나님이	하나님/nq+이/jcs
아담과	아담/nq+과/jcj
그	그/mmd
아내를	아내/ncn+를/jco
위하여	위하/pvg+어/ecs
가죽옷을	가죽/ncn+옷/ncn+을/jco
지어	짓/pvg+어/ecx
입히시니라	입히/pvg+시/ep+니라/ef
"	"/sr
가죽옷으로	가죽/ncn+옷/ncn+으로/jca
지어	짓/pvg+어/ecx
입히시는	입히/px+시/ep+는/etm
이	이/mmd
옷은	옷/ncn+은/jxc
그	그/mmd
발상과	발상/ncn+과/jcj
그	그/mmd
과정과	과정/ncn+과/jcj
어떤	어떤/mmd
디자인인지	디자인/ncn+이/jp++ㄴ지/ecs
모르지마는	모르/pvg+지마는/ecs
그	그/mmd
가죽옷으로	가죽/ncn+옷/ncn+으로/jca
지어	짓/pvg+어/ecx
입힌	입히/px+ㄴ/etm
옷은	옷/ncn+은/jxc
사람의	사람/ncn+의/jcm
생각의	생각/ncn+의/jcm
개입을	개입/ncn+을/jco
허락지	허락/ncn+지/ecx
않으셨읍니다	않/px+으셨/ep+ㅂ니다/ef
.	./sf
하나님의	하나님/nq+의/jcm
사람	사람/ncn
구원계획은	구원/ncn+계획/ncn+은/jxc
하나님의	하나님/nq+의/jcm
전적인	전적/ncn+이/jp++ㄴ/etm
주권적인	주권/ncn+적/xsn+이/jp+ㄴ/etm
뜻입니다	뜻/ncn+이/jp++ㅂ니다/ef
.	./sf
구원의	구원/ncn+의/jcm
발상과	발상/ncn+과/jcj
그	그/mmd
과정과	과정/ncn+과/jcj
결과를	결과/ncn+를/jco
선행과	선행/ncn+과/jcj
율법과	율법/ncn+과/jcj
논리로	논리/ncn+로/jca
대치하려는	대치/ncpa+하/xsv+려는/etm
어리석음이	어리석/paa+ㅁ/xsn+이/jcs
있읍니다	있/paa+ㅂ니다/ef
.	./sf
율법을	율법/ncn+을/jco
지키므로	지키/pvg+므로/ecs
구원을	구원/ncn+을/jco
얻겠다고	얻/pvg+겠/ep+다/ef+고/jcr
하는	하/pvg+는/etm
유태인들의	유태/nq+인/xsn+인/xsn+들/xsn+의/jcm
발상은	발상/ncn+은/jxc
참으로	참으로/mag
매우	매우/mag
어리석은	어리석/paa+ㄴ/etm
일이라	일/ncn+이/jp++라/jcr
아니	아니/mag
할	하/pvg+ㄹ/etm
수는	수/nbn+는/jxc
없는	없/paa+는/etm
것입니다	것/nbn+이/jp++ㅂ니다/ef
.	./sf
인간의	인간/ncn+의/jcm
힘이	힘/ncn+이/jcs
동맹이	동맹/ncn+이/jcc
되어서	되/pvg+어서/ecs
흙벽돌을	흙/ncn+벽돌/ncn+을/jco
만들어	만들/pvg+어/ecs
하늘에	하늘/ncn+에/jca
닿게	닿/pvg+게/ecx
쌓아	쌓/pvg+아/ecs
자기	자기/npp
이름을	이름/ncn+을/jco
날리겠다는	날리/pvg+겠/ep+다/ef+는/etm
어리석음과	어리석/paa+ㅁ/xsn+과/jca
같은	같/paa+ㄴ/etm
것이지요	것/nbn+이/jp+지/ef+요/jxf
.	./sf
오늘	오늘/ncn
많은	많/paa+ㄴ/etm
자연인들의	자연/ncn+인/xsn+들/xsn+의/jcm
인위적인	인위/ncn+적/xsn+이/jp++ㄴ/etm
종교들이	종교/ncn+들/xsn+이/jcs
