<tdmsfile>
 Corpus 
 Korean 
 KSC-5601-1988 
  pos 
  
 96-kaist_corpus_96_explanation_pos_mh2-0087.txt 
 kaist_corpus_96_explanation_pos_mh2-0087.txt 

한국기독청년협의회  
1993  
녹두  
233.5  
225  
  
1	1/nno
비로소	비로소/mag
주변을	주변/ncn+을/jco
돌아보게	돌/pvg+아/ecs+보/pvg+게/ecs
되었다	되/pvg+었/ep+다/ef
.	./sf
그의	그/npp+의/jcm
눈은	눈/ncn+은/jxc
금방	금방/mag
타오르기	타오르/pvg+기/etn
시작했다	시작/ncpa+하/xsv+었/ep+다/ef
.	./sf
조금	조금/ncn
전까지	전/ncn+까지/jca
가없는	가없/paa+는/etm
연민으로	연민/ncn+으로/jca
흔들리던	흔들리/pvg+던/etm
깊은	깊/paa+은/etm
눈동자에	눈동자/ncn+에/jca
결연한	결연/ncpa+하/xsv+ㄴ/etm
의지가	의지/ncn+가/jcs
확대된다	확대/ncpa+되/xsv+ㄴ다/ef
.	./sf
일어서거라	일어서/pvg+거라/ef
아이야	아이/ncn+야/jcv
,	,/sp
네가	네/npp+가/jcs
죽었다고	죽/pvg+었/ep+다고/ecs
생각하니	생각/ncpa+하/xsv+니/ef
?	?/sf
하지만	하지만/maj
넌	너/npp+ㄴ/jxc
자고	자/pvg+고/ecx
있는	있/px+는/etm
거란다	거/nbn+란다/ef
.	./sf
대체	대체/mag
네가	네/npp+가/jcs
잠들어	잠/ncn+들/pvg+어/ecx
있기를	있/px+기/etn+를/jco
바라는	바라/pvg+는/etm
자들이	자/nbn+들/xsn+이/jcs
누구니	누구/npp+니/ef
?	?/sf
아니	아니/mag
아예	아예/mag
죽기를	죽/pvg+기/etn+를/jco
바라는	바라/pvg+는/etm
게	거/nbn+이/jcs
어떤	어떤/mmd
자들이니	자/nbn+들/xsn+이/jp+니/ef
?	?/sf
그는	그/npp+는/jxc
지금	지금/ncn
누워	눕/pvg+어/ecx
있는	있/px+는/etm
소녀를	소녀/ncn+를/jco
들여다보면서	들여다보/pvg+면서/ecs
온	온/mma
유대	유대/nq
땅에	땅/ncn+에/jca
누워	눕/pvg+어/ecx
있는	있/px+는/etm
백성들을	백성/ncn+들/xsn+을/jco
함께	함께/mag
들여다보고	들여다보/pvg+고/ecx
있었다	있/px+었/ep+다/ef
.	./sf
이윽고	이윽고/mag
약간의	약간/ncn+의/jcm
경련이	경련/ncn+이/jcs
있은	있/px+은/etm
후에	후/ncn+에/jca
소녀의	소녀/ncn+의/jcm
감은	감/pvg+은/jxc
눈이	눈/ncn+이/jcs
아직	아직/mag
어리둥절한	어리둥절하/paa+ㄴ/etm
의식의	의식/ncn+의/jcm
문을	문/ncn+을/jco
열고	열/pvg+고/ecs
다시	다시/mag
세상을	세상/ncn+을/jco
바라보기	바라/pvg+아/ecs+보/pvg+기/etn
시작하자	시작/ncpa+하/xsv+자/ecs
그는	그/npp+는/jxc
돌아서서	돌/pvg+아/ecs+서/pvg+서/ecs
경악하는	경악/ncpa+하/xsv+는/etm
군중들	군중/ncn+들/xsn
틈으로	틈/ncn+으로/jca
빠져나왔다	빠지/pvg+어/ecs+나오/pvg+았/ep+다/ef
.	./sf
아이를	아이/ncn+를/jco
보러	보/pvg+러/ecs
몰려드는	몰리/pvg+어/ecx+들/px+는/etm
사람들도	사람/ncn+들/xsn+도/jxc
허겁지겁	허겁지겁/mag
그를	그/npp+를/jco
따르는	따르/pvg+는/etm
제자들도	제자/ncn+들/xsn+도/jxc
모두	모두/mag
넋나간	넋/ncn+나가/pvg+ㄴ/etm
사람들처럼	사람/ncn+들/xsn+처럼/jca
이	이/mmd
무서운	무섭/paa+ㄴ/etm
사람에	사람/ncn+에/jca
대한	대하/pvg+ㄴ/etm
엄청난	엄청나/paa+ㄴ/etm
두려움으로	두렵/paa+ㅁ/etn+으로/jca
정신을	정신/ncn+을/jco
잃고	잃/pvg+고/ecx
있었다	있/px+었/ep+다/ef
.	./sf
저	저/mmd
아래	아래/ncn
호수가엔	호수가/ncn+에/jca+ㄴ/etm
바람이	바람/ncn+이/jcs
선선히	선선/ncn+히/xsa
불고	불/pvg+고/ecx
있었다	있/px+었/ep+다/ef
.	./sf
오목한	오목/ncps+하/xsm+ㄴ/etm
구릉	구릉/ncn
위	위/ncn
대부분의	대부분/ncn+의/jcm
사람들이	사람/ncn+들/xsn+이/jcs
그의	그/npp+의/jcm
모습을	모습/ncn+을/jco
바라볼	바라/pvg+아/ecs+보/pvg+ㄹ/etm
수	수/nbn
있는	있/paa+는/etm
곳에	곳/ncn+에/jca
자리잡은	자리/ncn+잡/pvg+은/etm
그는	그/npp+는/jxc
아까부터	아까/ncn+부터/jxc
영롱한	영롱/ncps+하/xsm+ㄴ/etm
빛의	빛/ncn+의/jcm
언어들을	언어/ncn+들/xsn+을/jco
쏟아내고	쏟/pvg+아/ecs+내/pvg+고/ecx
있었다	있/px+었/ep+다/ef
.	./sf
숨죽인	숨/ncn+죽이/pvg+ㄴ/etm
무리들이	무리/ncn+들/xsn+이/jcs
귀를	귀/ncn+를/jco
기울이고	기울이/pvg+고/ecs
미동도	미동/ncn+도/jxc
하지	하/pvg+지/ecx
않고	않/px+고/ecx
있었지만	있/px+었/ep+지만/ecs
그는	그/npp+는/jxc
나뭇가지를	나뭇가지/ncn+를/jco
붙잡고	붙잡/pvg+고/ecs
한참	한참/mag
바라보기도	바라보/pvg+기/etn+도/jxc
하고	하/pvg+고/ecs
허리를	허리/ncn+를/jco
굽혀	굽히/pvg+어/ecx
작고	작/paa+고/ecs
노란	노랗/paa+ㄴ/etm
들풀을	들풀/ncn+을/jco
쓰다듬기도	쓰다듬/pvg+기/etn+도/jxc
하면서	하/pvg+면서/ecs
손닿으면	손/ncn+닿/pvg+으면/ecs
확대되는	확대/ncpa+되/xsv+는/etm
하늘나라의	하늘/ncn+나라/ncn+의/jcm
전진에	전진/ncn+에/jca
대해서	대하/pvg+어서/ecs
부드럽게	부드럽/paa+게/ecs
설명하고	설명/ncpa+하/xsv+고/ecx
있었다	있/px+었/ep+다/ef
.	./sf
멀리에서는	멀리/mag+에서/jca+는/jxc
아이들이	아이/ncn+들/xsn+이/jcs
부모	부모/ncn
곁을	곁/ncn+을/jco
떠나	떠나/pvg+아/ecs
자기들의	자기/npp+들/xsn+의/jcm
놀이에	놀이/ncn+에/jca
열중하고	열중/ncpa+하/xsv+고/ecx
있었고	있/px+었/ep+고/ecs
호수에	호수/ncn+에/jca
떠	뜨/paa+어/ecx
있는	있/px+는/etm
몇	몇/mma
척의	척/nbu+의/jcm
고깃배는	고깃배/ncn+는/jxc
이미	이미/mag
공기	공기/ncn
속에	속/ncn+에/jca
충만한	충만/ncps+하/xsm+ㄴ/etm
새	새/mma
나라의	나라/ncn+의/jcm
자장	자장/ncn
(	(/sl
磁場	磁場/ncn
)	)/sr
에	에/jca
사로잡힌	사로잡히/pvg+ㄴ/etm
듯	듯/nbn
움직이지	움직이/pvg+지/ecx
않고	않/px+고/ecx
있었다	있/px+었/ep+다/ef
.	./sf
갑작스런	갑작/ncps+스럽/xsm+ㄴ/etm
사태에	사태/ncn+에/jca
당황한	당황/ncpa+하/xsv+ㄴ/etm
상인들은	상인/ncn+들/xsn+은/jxc
엎어지는	엎/pvg+어/ecx+지/px+는/etm
환전대를	환전/ncn+대/xsn+를/jco
망연자실	망연자실/ncn
바라볼	바라보/pvg+ㄹ/etm
뿐이었고	뿐/nbn+이/jp+었/ep+고/ecs
달아나는	달아나/pvg+는/etm
제사용	제사/ncn+용/xsn
짐승들의	짐승/ncn+들/xsn+의/jcm
꽁무니를	꽁무니/ncn+를/jco
따라	따르/pvg+아/ecs
다급히	다급/ncn+히/xsa
뒤쫓는	뒤쫓/pvg+는/etm
뚱뚱한	뚱뚱하/paa+ㄴ/etm
거래상들도	거래/ncn+상/xsn+들/xsn+도/jxc
어찌할	어찌하/pvg+ㄹ/etm
바를	바/nbn+를/jco
모르고	모르/pvg+고/ecx
소리지르며	소리/ncn+지르/pvg+며/ecs
이리	이리/mag
저리	저리/mag
뛰어다니고	뛰/pvg+어/ecs+다니/pvg+고/ecx
있었다	있/px+었/ep+다/ef
.	./sf
저기	저기/npd
성벽	성벽/ncn
위에는	위/ncn+에/jca+는/jxc
제사장들에	제사/ncn+장/xsn+들/xsn+에/jca
의해	의하/pvg+어/ecx
고용된	고용/ncpa+되/xsv+ㄴ/etm
수비대원들이	수비/ncn+대원/ncn+들/xsn+이/jcs
지휘자의	지휘/ncn+자/xsn+의/jcm
눈치를	눈치/ncn+를/jco
살피고	살피/pvg+고/ecx
있었고	있/px+었/ep+고/ecs
더	더/mag
위쪽의	위/ncn+쪽/nbn+의/jcm
망루에서는	망루/ncn+에서/jca+는/jxc
비상대기	비상/ncn+대기/ncn
상태로	상태/ncn+로/jca
무장을	무장/ncn+을/jco
하고	하/pvg+고/ecx
있는	있/px+는/etm
로마	로마/nq
병사들이	병사/ncn+들/xsn+이/jcs
질서정연하게	질서/ncn+정연/ncps+하/xsm+게/ecx
명령을	명령/ncn+을/jco
기다리고	기다리/pvg+고/ecx
있었다	있/px+었/ep+다/ef
.	./sf
그의	그/npp+의/jcm
뒤를	뒤/ncn+를/jco
따라	따르/pvg+아/ecs
쏟아져	쏟/pvg+아/ecx+지/px+어/ecs
들어온	들/pvg+어/ecs+오/pvg+ㄴ/etm
제자들과	제자/ncn+들/xsn+과/jcj
군중들은	군중/ncn+들/xsn+은/jxc
제각기	제각기/mag
고함을	고함/ncn+을/jco
지르거나	지르/pvg+거나/ecs
책상을	책상/ncn+을/jco
들어엎으면서	들/pvg+어/ecs+엎/pvg+으면서/ecs
온	온/mma
마당	마당/ncn
전체를	전체/ncn+를/jco
아수라장으로	아수라장/ncn+으로/jca
만들고	만들/pvg+고/ecx
있었고	있/px+었/ep+고/ecs
짐승	짐승/ncn
울음소리와	울음/ncn+소리/ncn+와/jcj
상인들의	상인/ncn+들/xsn+의/jcm
아우성과	아우성/ncn+과/jcj
여기	여기/npd
저기서	저기/npd+서/jca
벌어지는	벌어지/pvg+는/etm
다툼	다툼/ncn
소리로	소리/ncn+로/jca
거룩한	거룩/ncps+하/xsm+ㄴ/etm
성전은	성전/ncn+은/jxc
일대혼란의	일대/ncn+혼란/ncn+의/jcm
도가니가	도가니/ncn+가/jcc
되어가고	되/pvg+어/ecx+가/px+고/ecx
있었다	있/px+었/ep+다/ef
.	./sf
한가운데	한가운데/ncn
선	서/pvg+ㄴ/etm
남자의	남자/ncn+의/jcm
외침도	외침/ncn+도/jxc
이젠	이제/ncn+ㄴ/jxc
거의	거의/mag
들리지	들리/pvg+지/ecx
않았고	않/px+았/ep+고/ecs
주변에	주변/ncn+에/jca
서서	서/pvg+서/ecs
지켜보는	지키/pvg+어/ecs+보/pvg+는/etm
훨씬	훨씬/mag
더	더/mag
많은	많/paa+은/etm
사람들의	사람/ncn+들/xsn+의/jcm
눈에는	눈/ncn+에는/jca
성전뜰	성전/ncn+뜰/ncn
전체가	전체/ncn+가/jcs
한	한/nnc
덩어리로	덩어리/ncn+로/jca
보였다	보이/pvg+었/ep+다/ef
.	./sf
이미	이미/mag
서쪽	서쪽/ncn
하늘이	하늘/ncn+이/jcs
지중해에서	지중해/nq+에서/jca
솟아올라온	솟/pvg+아/ecs+오르/pvg+아/ecs+오/pvg+ㄴ/etm
붉은	붉/paa+은/etm
빛깔의	빛깔/ncn+의/jcm
하늘에	하늘/ncn+에/jca
의해	의하/pvg+어/ecs
밀려나고	밀리/pvg+어/ecx+나/px+고/ecx
있었다	있/px+었/ep+다/ef
.	./sf
오래전부터	오래/ncn+전/ncn+부터/jxc
많은	많/paa+은/etm
사람들의	사람/ncn+들/xsn+의/jcm
죽음을	죽음/ncn+을/jco
받아들였던	받/pvg+아/ecs+들이/pvg+었/ep+던/etm
이	이/mmd
언덕은	언덕/ncn+은/jxc
지금	지금/ncn
세	세/nnc
개의	개/nbu+의/jcm
나무에	나무/ncn+에/jca
달린	달리/pvg+ㄴ/etm
사형수들의	사형/ncn+수/xsn+들/xsn+의/jcm
종말을	종말/ncn+을/jco
조용히	조용/ncn+히/xsa
그리고	그리고/maj
예전과	예전/ncn+과/jct
같이	같/paa+이/xsa
받아들이고	받/pvg+아/ecs+들이/pvg+고/ecx
있었다	있/px+었/ep+다/ef
.	./sf
병사들도	병사/ncn+들/xsn+도/jxc
지루한	지루/ncps+하/xsm+ㄴ/etm
듯	듯/nbn
멀찌감치	멀찌감치/mag
주저앉아	주저앉/pvg+아/ecx
있었고	있/px+었/ep+고/ecs
반대편에	반대/ncn+편/ncn+에/jca
얼굴을	얼굴/ncn+을/jco
가린	가리/pvg+ㄴ/etm
히브리	히브리/nq
여인들이	여인/ncn+들/xsn+이/jcs
입을	입/ncn+을/jco
막고	막/pvg+고/ecx
흐느끼고	흐느끼/pvg+고/ecx
있어도	있/px+어도/ecs
관심을	관심/ncn+을/jco
보이지	보이/pvg+지/ecx
않았다	않/px+았/ep+다/ef
.	./sf
고즈넉히	고즈넉/ncn+히/xsa
서	서/pvg+어/ecx
있는	있/px+는/etm
버드나무	버드나무/ncn
십자가	십자가/ncn
아래	아래/ncn
못박힌	못/ncn+박히/pvg+ㄴ/etm
손에서	손/ncn+에서/jca
솟아	솟/pvg+아/ecx
고통스런	고통/ncps+스럽/xsm+ㄴ/etm
몸뚱아리를	몸뚱아리/ncn+를/jco
타고	타/pvg+고/ecx
흐른	흐르/pvg+ㄴ/etm
적막한	적막/ncps+하/xsm+ㄴ/etm
피가	피/ncn+가/jcs
땅으로	땅/ncn+으로/jca
젖어들고	젖/pvg+어/ecx+들/px+고/ecx
있었고	있/px+었/ep+고/ecs
사방은	사방/ncn+은/jxc
침묵으로	침묵/ncn+으로/jca
정지된	정지/ncpa+되/xsv+ㄴ/etm
거대한	거대/ncps+하/xsm+ㄴ/etm
성처럼	성/ncn+처럼/jca
,	,/sp
정말	정말/mag
아무	아무/mmd
일도	일/ncn+도/jxc
일어나지	일어나/pvg+지/ecx
않고	않/px+고/ecx
있었다	있/px+었/ep+다/ef
.	./sf
바울은	바울/nq+은/jxc
숨을	숨/ncn+을/jco
크게	크/paa+게/ecs
들이마시면서	들이마시/pvg+면서/ecs
그가	그/npp+가/jcs
그토록	그토록/mag
마시고	마시/pvg+고/ecx
싶었던	싶/px+었/ep+던/etm
유럽의	유럽/nq+의/jcm
공기를	공기/ncn+를/jco
마음껏	마음껏/mag
탐닉했으며	탐닉/ncpa+하/xsv+었/ep+으며/ecs
기쁜	기쁘/paa+ㄴ/etm
듯이	듯이/ecs
가끔	가끔/mag
발을	발/ncn+을/jco
구르면서	구르/pvg+면서/ecs
널찍한	널찍하/paa+ㄴ/etm
길을	길/ncn+을/jco
따라	따르/pvg+아/ecs
걷고	걷/pvg+고/ecx
있었다	있/px+었/ep+다/ef
.	./sf
그리스	그리스/nq
땅에	땅/ncn+에/jca
확고히	확고/ncn+히/xsa
뿌리를	뿌리/ncn+를/jco
내리면	내리/pvg+면/ecs
로마	로마/nq
전체는	전체/ncn+는/jxc
이제	이제/mag
시간문제다	시간/ncn+문제/ncn+다/ef
.	./sf
여기서	여기/npd+서/jca
모든	모든/mma
도시들이	도시/ncn+들/xsn+이/jcs
복음을	복음/ncn+을/jco
받아들인다면	받/pvg+아/ecs+들이/pvg+ㄴ다면/ecs
,	,/sp
그리고	그리고/maj
그	그/mmd
자존심	자존/ncn+심/xsn
강한	강하/paa+ㄴ/etm
헬라인들이	헬라인/nq+들/xsn+이/jcs
복음을	복음/ncn+을/jco
이해하기	이해/ncpa+하/xsv+기/etn
시작한다면	시작/ncpa+하/xsv+ㄴ다면/ecs
,	,/sp
로마는	로마/nq+는/jxc
벌써	벌써/mag
손에	손/ncn+에/jca
들어온	들/pvg+어/ecs+오/pvg+ㄴ/etm
