<tdmsfile>
<tdmsfile>
<project>  </project>
<class> Corpus </class>
<language> Korean </language>
<textcode> KSC-5601-1988 </textcode>
<process>  pos </process>
<version>  </version>
<serialnumber> 96-kaist_corpus_96_explanation_pos_mh2-0011.txt </serialnumber>
<filename> kaistcorpus_written_pos_or_generality_explanation95_mh2-0011.txt </filename>
<title>선과 기독교 신비주의  </title>
<author>윌리암 존스톤 저 ; 이원석 역  </author>
<date>1993  </date>
<publisher>대원정사  </publisher>
<kdc>231.93  </kdc>
<ddc>261.24  </ddc>
<typist>  </typist>
<inputstatus>  </inputstatus>
<note>  </note>
<tdmsfiletext>
1	1/nno
책들이	책/ncn+들/xsn+이/jcs
쏟아져	쏟/pvg+아/ecx+지/px+어/ecx
나왔다	나오/pvg+았/ep+다/ef
.	./sf
눈	눈/ncn
푸른	푸르/paa+ㄴ/etm
사람들은	사람/ncn+들/xsn+은/jxc
이제	이제/mag
고통스러운	고통/ncn+스럽/xsm+ㄴ/etm
결가부좌의	결가부좌/ncn+의/jcm
자세	자세/ncn
,	,/sp
뺨을	뺨/ncn+을/jco
때리고	때리/pvg+고/ecc
방망이로	방망이/ncn+로/jca
치며	치/pvg+며/ecc
,	,/sp
코를	코/ncn+를/jco
비트는	비틀/pvg+는/etm
행위	행위/ncn
,	,/sp
'	'/sl
무	무/ncn
(	(/sl
無	無/ncn
)	)/sr
무	무/ncn
무	무/ncn
'	'/sr
하는	하/pvg+는/etm
공안	공안/ncn
(	(/sl
公案	公案/ncn
)	)/sr
등	등/nbn
온통	온통/mag
뒤죽박죽된	뒤죽박죽/ncpa+되/xsv+ㄴ/etm
선	선/ncn
(	(/sl
禪	禪/ncn
)	)/sr
의	의/jcm
전위적인	전위/ncn+적/xsn+이/jp+ㄴ/etm
세계가	세계/ncn+가/jcs
갖는	갖/pvg+는/etm
파격적인	파격/ncn+적/xsn+이/jp+ㄴ/etm
불합리성	불/xp+합리/ncn+성/xsn
[	[/sl
의	의/jcm
언어가	언어/ncn+가/jcs
끊어진	끊/pvg+어/ecx+지/px+ㄴ/etm
세계	세계/ncn
]	]/sr
를	를/jco
인식하게	인식/ncpa+하/xsv+게/ecx
되었다	되/pvg+었/ep+다/ef
.	./sf
동양의	동양/ncn+의/jcm
전통적인	전통/ncn+적/xsn+이/jp+ㄴ/etm
선	선/ncn
수행의	수행/ncn+의/jcm
나라에서도	나라/ncn+에서/jca+도/jxc
특히	특히/mag
일본과	일본/nq+과/jcj
한국의	한국/nq+의/jcm
경우	경우/ncn
,	,/sp
역작용의	역/xp+작용/ncn+의/jcm
모습으로	모습/ncn+으로/jca
선에	선/ncn+에/jca
대한	대하/pvg+ㄴ/etm
관심이	관심/ncn+이/jcs
일게	일/pvg+게/ecx
되었다	되/pvg+었/ep+다/ef
.	./sf
이러한	이러하/pad+ㄴ/etm
현상은	현상/ncn+은/jxc
어느	어느/mmd
면으로는	면/ncn+으로/jca+는/jxc
외국인들이	외국/ncn+인/xsn+들/xsn+이/jcs
,	,/sp
동양인	동양/ncn+인/xsn
자신들이	자신/ncn+들/xsn+이/jcs
거의	거의/mag
인식하지	인식/ncpa+하/xsv+지/ecx
못했던	못하/px+었/ep+던/etm
동양문화의	동양/ncn+문화/ncn
보물들을	보물/ncn+들/xsn+을/jco
발굴해	발굴/ncpa+하/xsv+어/ecx
가	가/px+아/ecx
버릴지	버리/px+ㄹ지/ecs
모르며	모르/px+며/ecc
,	,/sp
그러면	그러면/maj
동양인	동양/ncn+인/xsn
자신들은	자신/ncn+들/xsn+은/jxc
그들의	그/npp+들/xsn+의/jcm
전통과	전통/ncn+과/jcj
문화유산으로부터	문화/ncn+유산/ncn+부터/jxc
소외되고	소외/ncpa+되/xsv+고/ecc
그	그/mmd
전통문화를	전통/ncn+문화/ncn
향유할	향유/ncpa+하/xsv+ㄹ/etm
수	수/nbn
없을지	없/paa+ㄹ지/ecs
모른다는	모르/px+ㄴ다는/etm
당황과	당황/ncn+과/jcj
염려에서	염려/ncn+에서/jca
고무된	고무/ncpa+되/xsv+ㄴ/etm
결과이다	결과/ncn+이/jp+다/ef
.	./sf
선이	선/ncn+이/jcs
그와	그/npd+와/jca
같이	같/paa+이/xsa
크게	크/paa+게/ecx
사람들의	사람/ncn+들/xsn+의/jcm
관심과	관심/ncn+과/jcj
붐을	붐/ncn+을/jco
일으킨	일으키/pvg+ㄴ/etm
또	또/mag
한가지	한가지/ncn
원인이	원인/ncn+이/jcs
있다	있/paa+다/ef
.	./sf
선이	선/ncn+이/jcs
갖는	갖/pvg+는/etm
치료	치료/ncn
효과가	효과/ncn+가/jcs
정신의학계의	정신/ncn+의학/ncn+계/xsn+의/jcm
보고를	보고/ncn+를/jco
통하여	통하/pvg+어/ecs
사실임이	사실/ncn+이/jp+ㅁ/etn+이/jcs
확인된	확인/ncpa+되/xsv+ㄴ/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
선은	선/ncn+은/jxc
내면의	내면/ncn+의/jcm
평화와	평화/ncn+와/jcj
조화에	조화/ncn+에/jca
이르는	이르/pvg+는/etm
수단	수단/ncn
내지	내지/maj
방편이라고	방편/ncn+이/jp+라고/ecs
말해지며	말/ncpa+하/xsv+어/ecx+지/px+며/ecc
,	,/sp
우리에게	우리/npp+에게/jca
집착으로부터의	집착/ncn+으로/jca+부터/jxc+의/jcm
탈피와	탈피/ncn+와/jcj
해방감	해방/ncn+감/xsn
같은	같/paa+ㄴ/etm
안정을	안정/ncn+을/jco
가져다	가지/pvg+어다/ecs
준다고	주/pvg+ㄴ다고/ecs
한다	하/px+ㄴ다/ef
.	./sf
엘리어트	엘리어트/nq
(	(/sl
T	T/f
.	./sf
S	S/f
.	./sf
Eliot	Eliot/f
)	)/sr
는	는/jxc
이와	이/npd+와/jct
다소	다소/ncn
유사한	유사/ncps+하/xsm+ㄴ/etm
맥락에서	맥락/ncn+에서/jca
'	'/sl
실질적	실질/ncn+적/xsn
욕망으로부터	욕망/ncn+으로/jca+부터/jxc
벗어난	벗/pvg+어/ecx+나/px+ㄴ/etm
내면의	내면/ncn+의/jcm
자유	자유/ncn
'	'/sl
(	(/sl
the	the/f
inner	inner/f
freedom	freedom/f
from	from/f
the	the/f
practical	practical/f
desire	desire/f
)	)/sr
를	를/jco
말하고	말/ncpa+하/xsv+고/ecx
있다	있/px+다/ef
.	./sf
훌륭한	훌륭하/paa+ㄴ/etm
선승	선승/ncn
(	(/sl
禪僧	禪僧/ncn
)	)/sr
과	과/jct
대화를	대화/ncn+를/jco
나눈	나누/pvg+ㄴ/etm
사람은	사람/ncn+은/jxc
누구나	누구/npp+나/jxc
그에게서	그/npp+에게서/jca
더할	더하/pvg+ㄹ/etm
나위	나위/nbn
없는	없/paa+는/etm
침착한	침착/ncps+하/xsm+ㄴ/etm
태도와	태도/ncn+와/jcj
관념에	관념/ncn+에/jca
얽매이지	얽매이/pvg+지/ecx
않는	않/px+는/etm
초연함을	초연/ncps+하/xsm+ㅁ/etn+을/jco
목격하게	목격/ncpa+하/xsv+게/ecx
될	되/pvg+ㄹ/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
그러한	그러하/pad+ㄴ/etm
모습은	모습/ncn+은/jxc
또한	또한/maj
한	한/nnc
점	점/nbu
티끌없는	티끌/ncn+없/paa+는/etm
평화스러운	평화/ncn+스럽/xsm+ㄴ/etm
불상이나	불상/ncn+이나/jcj
다도	다도/ncn
(	(/sl
茶道	茶道/ncn
)	)/sr
.	./sf
궁도	궁도/ncn
(	(/sl
弓道	弓道/ncn
)	)/sr
.	./sf
꽃꽃이	꽃꽃이/ncn
그리고	그리고/maj
선의	선/ncn+의/jcm
영향을	영향/ncn+을/jco
느끼게	느끼/pvg+게/ecx
하는	하/px+는/etm
동양문화의	동양/ncn+문화/ncn+의/jcm
여러	여러/mma
형태를	형태/ncn+를/jco
통해서	통하/pvg+어서/ecs
우리에게	우리/npp+에게/jca
전달된다	전달/ncpa+되/xsv+ㄴ다/ef
.	./sf
일본인은	일본/nq+인/xsn+은/jxc
모두	모두/ncn
예술가라는	예술/ncn+가/xsn+라는/jxc
서양에	서양/ncn+에/jca
알려진	알리/pvg+어/ecx+지/px+ㄴ/etm
평가는	평가/ncn+는/jxc
필자가	필자/ncn+가/jcs
아는	알/pvg+는/etm
바로는	바/nbn+로는/jca
사실이다	사실/ncn+이/jp+다/ef
.	./sf
그러나	그러나/maj
선의	선/ncn+의/jcm
치료	치료/ncn
효과는	효과/ncn+는/jxc
단지	단지/mag
정신과	정신/ncn+과/jcj
마음에만	마음/ncn+에/jca+만/jxc
그치는	그치/pvg+는/etm
것이	것/nbn+이/jcc
아니다	아니/paa+다/ef
.	./sf
위대한	위대/ncps+하/xsm+ㄴ/etm
의승	의승/ncn
(	(/sl
醫僧	醫僧/ncn
)	)/sr
으로	으로/jca
알려진	알리/pvg+어/ecx+지/px+ㄴ/etm
하꾸인	하꾸인/nq
(	(/sl
:	:/sp
1685	1685/nno
1768	1768/nno
,	,/sp
일본	일본/nq
임제종의	임제종/nq+의/jcm
유명한	유명/ncps+하/xsm+ㄴ/etm
선승	선승/ncn
-	-/sd
역주	역주/ncn
)	)/sr
선사는	선사/ncn+는/jxc
육체의	육체/ncn+의/jcm
건강을	건강/ncn+을/jco
선의	선/ncn+의/jcm
호흡을	호흡/ncn+을/jco
통해	통하/pvg+어/ecs
회복했다고	회복/ncpa+하/xsv+었/ep+다고/ecs
한다	하/pvg+ㄴ다/ef
.	./sf
이처럼	이/npd+처럼/jca
선은	선/ncn+은/jxc
장수를	장수/ncn+를/jco
가져다	가지/pvg+어다/ecs
주며	주/pvg+며/ecc
몸과	몸/ncn+과/jcj
마음의	마음/ncn+의/jcm
합일에서	합일/ncn+에서/jca
초래되는	초래/ncpa+되/xsv+는/etm
내면의	내면/ncn+의/jcm
명랑한	명랑/ncps+하/xsm+ㄴ/etm
마음	마음/ncn
상태를	상태/ncn+를/jco
일구어	일구/pvg+어/ecx
낸다고	내/px+ㄴ다고/ecs
한다	하/px+ㄴ다/ef
.	./sf
한편	한편/mag
이러한	이러하/pad+ㄴ/etm
병을	병/ncn+을/jco
고친	고치/pvg+ㄴ/etm
사례들을	사례/ncn+들/xsn+을/jco
의학적	의학/ncn+적/xsn
검증방법으로	검증/ncn+방법/ncn+으로/jca
직접	직접/ncn
확인	확인/ncn
.	./sf
조사해	조사/ncpa+하/xsv+어/ecx
보기	보/px+기/etn
위해	위하/px+어/ecs
일단의	일단/ncn+의/jcm
전문가	전문/ncn+가/xsn
그룹이	그룹/ncn+이/jcs
결성되었다	결성/ncpa+되/xsv+었/ep+다/ef
.	./sf
그들은	그/npp+들/xsn+은/jxc
동경	동경/nq
(	(/sl
東京	東京/nq
)	)/sr
대학	대학/ncn
부속병원의	부속/ncn+병원/ncn
신경	신경/ncn
.	./sf
정신치료과	정신/ncn+치료/ncn+과/xsn
소속팀이었는데	소속/ncn+팀/ncn+이/jp+었/ep+는데/ecs
인간의	인간/ncn+의/jcm
육체와	육체/ncn+와/jcj
정신에	정신/ncn+에/jca
미치는	미치/pvg+는/etm
선의	선/ncn+의/jcm
영향에	영향/ncn+에/jca
관해	관하/pvg+어/ecs
세밀하고도	세밀/ncps+하/xsm+고도/ecc
학술적인	학술/ncn+적/xsn+이/jp+ㄴ/etm
연구	연구/ncn
.	./sf
조사를	조사/ncn+를/jco
하였다	하/pvg+었/ep+다/ef
.	./sf
그들은	그/npp+들/xsn+은/jxc
여러	여러/mma
사찰을	사찰/ncn+을/jco
다니면서	다니/pvg+면서/ecs
선의	선/ncn+의/jcm
명상에	명상/ncn+에/jca
몰입해	몰입/ncpa+하/xsv+어/ecx
있는	있/px+는/etm
수행자의	수행/ncn+자/xsn+의/jcm
의식상태를	의식/ncn+상태/ncn+를/jco
기록하고	기록/ncpa+하/xsv+고/ecx
분석했다	분석/ncpa+하/xsv+었/ep+다/ef
.	./sf
먼저	먼저/mag
초심자와	초심/ncn+자/xsn+와/jcj
숙달된	숙달/ncpa+되/xsv+ㄴ/etm
자	자/nbn
그리고	그리고/maj
승려와	승려/ncn+와/jcj
일반불자로	일반/ncn+불자/ncn+로/jca
나누고	나누/pvg+고/ecc
,	,/sp
선의	선/ncn+의/jcm
명상중에	명상/ncn+중/xsn+에/jca
나타나는	나타나/pvg+는/etm
그들의	그/npp+들/xsn+의/jcm
두뇌활동을	두뇌/ncn+활동/ncn+을/jco
뇌파기록장치를	뇌파/ncn+기록/ncn+장치/ncn+를/jco
통해	통하/pvg+어/ecs
기록해	기록/ncpa+하/xsv+어/ecx
냈다	내/px+ㅆ/ep+다/ef
.	./sf
그리고	그리고/maj
호흡비율의	호흡/ncn+비율/ncn+의/jcm
증가	증가/ncn
.	./sf
감소는	감소/ncn+는/jxc
물론	물론/ncn
시력에	시력/ncn+에/jca
미치는	미치/pvg+는/etm
선의	선/ncn+의/jcm
영향	영향/ncn
등을	등/nbn+을/jco
측정하고	측정/ncpa+하/xsv+고/ecx
자료화하였다	자료/ncn+화/xsn+하/xsv+었/ep+다/ef
.	./sf
이러한	이러하/pad+ㄴ/etm
재미있는	재미/ncn+있/paa+는/etm
실험의	실험/ncn+의/jcm
종합적	종합/ncn+적/xsn
결과는	결과/ncn+는/jxc
동경대	동경대/nq
부속병원에서	부속/ncn+병원/ncn
기록영화로	기록/ncn+영화/ncn+로/jca
상영되었다	상영/ncpa+되/xsv+었/ep+다/ef
.	./sf
여기서	여기/npd+서/jca
인정된	인정/ncpa+되/xsv+ㄴ/etm
일반적	일반/ncn+적/xsn
결론은	결론/ncn+은/jxc
선	선/ncn
(	(/sl
禪	禪/ncn
)	)/sr
이	이/mmd
마음과	마음/ncn+과/jcj
육체	육체/ncn
모두에	모두/ncn+에/jca
아주	아주/mag
유익한	유익/ncps+하/xsm+ㄴ/etm
영향을	영향/ncn+을/jco
준다는	주/pvg+ㄴ다/ef+는/etm
것이었다	것/nbn+이/jp+었/ep+다/ef
.	./sf
그러므로	그러므로/maj
내적	내적/ncn
평화와	평화/ncn+와/jcj
불안으로부터	불안/ncn+으로/jca+부터/jxc
해방을	해방/ncn+을/jco
갈구하는	갈구/ncpa+하/xsv+는/etm
우리시대에	우리/npp+시대/ncn+에/jca
선	선/ncn
수행이	수행/ncn+이/jcs
선풍적	선풍/ncn+적/xsn
관심을	관심/ncn+을/jco
불러일으키게	부르/pvg+어/ecx+일으키/pvg+게/ecx
된	되/pvg+ㄴ/etm
것은	것/nbn+은/jxc
결코	결코/mag
놀라운	놀랍/paa+ㄴ/etm
일이	일/ncn+이/jcc
아니다	아니/paa+다/ef
.	./sf
이러한	이러하/pad+ㄴ/etm
분위기와	분위기/ncn+와/jcj
작업들이	작업/ncn+들/xsn+이/jcs
모아져	모으/pvg+아/ecx+지/px+어/ecs
서양인의	서양/ncn+인/xsn+의/jcm
선에	선/ncn+에/jca
대한	대하/pvg+ㄴ/etm
폭넓은	폭넓/paa+ㄴ/etm
관심과	관심/ncn+과/jcj
동양에서의	동양/ncn+에서/jca+의/jcm
선의	선/ncn+의/jcm
부흥이	부흥/ncn+이/jcs
나타나게	나타나/pvg+게/ecx
된	되/pvg+ㄴ/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
그러나	그러나/maj
산업화시대를	산업/ncn+화/xsn+시대/ncn+를/jco
살고	살/pvg+고/ecx
있는	있/px+는/etm
오늘날	오늘날/ncn
모든	모든/mma
종교적인	종교/ncn+적/xsn+이/jp+ㄴ/etm
요소들이	요소/ncn+들/xsn+이/jcs
일반적으로	일반/ncn+적/xsn+으로/jca
감소추세에	감소/ncn+추세/ncn+에/jca
있는	있/paa+는/etm
것과	것/nbn+과/jct
마찬가지로	마찬가지/ncn+로/jca
선	선/ncn
역시	역시/mag
대중화	대중/ncn+화/xsn
되지	되/pvg+지/ecx
못하고	못하/px+고/ecx
있는	있/px+는/etm
실정이다	실정/ncn+이/jp+다/ef
.	./sf
일본의	일본/nq+의/jcm
한	한/nnc
학생은	학생/ncn+은/jxc
필자에게	필자/ncn+에게/jca
"	"/sl
선은	선/ncn+은/jxc
진정제이다	진정/ncn+제/xsn+이/jp+다/ef
"	"/sr
라고	라고/jcr
말한	말/ncpa+하/xsv+ㄴ/etm
적이	적/nbn+이/jcs
있었다	있/paa+었/ep+다/ef
.	./sf
모든	모든/mma
종교적인	종교/ncn+적/xsn+이/jp+ㄴ/etm
요소란	요소/ncn+란/jxc
삶의	살/pvg+ㅁ/etn
어려움을	어렵/paa+ㅁ/etn+을/jco
회피하려는	회피/ncpa+하/xsv+려는/etm
마약과	마약/ncn+과/jca
같은	같/paa+ㄴ/etm
것이라는	것/nbn+이/jp+라는/etm
냉소적인	냉소/ncn+적/xsn+이/jp+ㄴ/etm
표현의	표현/ncn+의/jcm
대상에	대상/ncn+에/jca
선을	선/ncn+을/jco
포함시켜	포함/ncpa+시키/xsv+어/ecs
그	그/mmd
학생은	학생/ncn+은/jxc
말하고	말/ncpa+하/xsv+고/ecx
있었던	있/px+었/ep+던/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
그러나	그러나/maj
선을	선/ncn+을/jco
수행해	수행/ncpa+하/xsv+어/ecx
본	보/px+ㄴ/etm
사람들은	사람/ncn+들/xsn+은/jxc
선이	선/ncn+이/jcs
갖는	갖/pvg+는/etm
유익한	유익/ncps+하/xsm+ㄴ/etm
영향을	영향/ncn+을/jco
분명	분명/mag
확신한다	확신/ncpa+하/xsv+ㄴ다/ef
.	./sf
그래서	그래서/maj
어떤	어떤/mmd
이들은	이/nbn+들/xsn+은/jxc
선을	선/ncn+을/jco
틈나는대로	틈/ncn+나/pvg+는대로/ecs
조금이라도	조금/ncn+이/jp+라도/jxc
실행해보고자	실행/ncpa+하/xsv+어/ecx+보/px+고자/ecs
노력한다	노력/ncpa+하/xsv+ㄴ다/ef
.	./sf
또	또/maj
극소수이기는	극소수/ncn+이/jp+기/etn+는/jxc
하지만	하/pvg+지만/ecs
일부	일부/ncn
사람들은	사람/ncn+들/xsn+은/jxc
10	10/nnc
년이	년/nbu+이/jcs
걸리기도	걸리/pvg+기/etn+도/jxc
하는	하/px+는/etm
수행과정을	수행/ncn+과정/ncn+을/jco
끝까지	끝/ncn+까지/jxc
실행하여	실행/ncpa+하/xsv+어/ecs
그	그/mmd
최종	최종/ncn
목표지점에	목표/ncn+지점/ncn+에/jca
이르고자	이르/pvg+고자/ecs
노력한다	노력/ncpa+하/xsv+ㄴ다/ef
.	./sf
이러한	이러하/pad+ㄴ/etm
사람들	사람/ncn+들/xsn
중	중/nbn
신	신/ncn
(	(/sl
神	神/ncn
,	,/sp
기독교적	기독교/nq+적/xsn
의미로서의	의미/ncn+로서/jca+의/jcm
'	'/sl
God	God/f
')	'/sr+)/sr
을	을/jco
찾으려는	찾/pvg+으려는/etm
자는	자/nbn+는/jxc
거의	거의/mag
없다	없/paa+다/ef
.	./sf
그러나	그러나/maj
그러한	그러하/pad+ㄴ/etm
대다수의	대/xp+다수/ncn+의/jcm
사람들은	사람/ncn+들/xsn+은/jxc
결국	결국/mag
기독교에서	기독교/nq+에서/jca
말하는	말/ncpa+하/xsv+는/etm
신의	신/ncn+의/jcm
개념과	개념/ncn+과/jca
거의	거의/mag
일치하는	일치/ncpa+하/xsv+는/etm
'	'/sl
어떤	어떤/mmd
것	것/nbn
'	'/sr
을	을/jco
찾게	찾/pvg+게/ecx
되는	되/pvg+는/etm
것은	것/nbn+은/jxc
아닐까	아니/paa+ㄹ까/ef
?	?/sf
필자는	필자/ncn+는/jxc
그렇다고	그렇/pad+다고/ecs
확신한다	확신/ncpa+하/xsv+ㄴ다/ef
.	./sf
아무튼	아무튼/mag
왜	왜/mag
이들은	이/npp+들/xsn+은/jxc
그렇게도	그렇/pad+게도/ecs
어려운	어렵/paa+ㄴ/etm
수행을	수행/ncn+을/jco
마다하지	마다하/pvg+지/ecx
