<tdmsfile>
<project>  </project>
<class> Corpus </class>
<language> Korean </language>
<textcode> KSC-5601-1988 </textcode>
<process>  pos </process>
<version>  </version>
<serialnumber> 96-kaist_corpus_96_explanation_pos_mh2-0096.txt </serialnumber>
<filename> kaistcorpus_written_pos_or_generality_explanation95_mh2-0096.txt </filename>
<title>포위된 혁명  </title>
<author>강문구  </author>
<date>1993  </date>
<publisher>나라사랑  </publisher>
<kdc>342.8 ; 340.947  </kdc>
<ddc>322.44 ; 320.97 </ddc>
<typist>  </typist>
<inputstatus>  </inputstatus>
<note>  </note>
<tdmsfiletext>
1	1/nno
커다란	커다랗/paa+ㄴ/etm
영향력을	영향/ncn+력/xsn+을/jco
미쳤고	미치/pvg+었/ep+고/ecc
현재에도	현재/ncn+에/jca+도/jxc
그	그/mmd
영향력이	영향/ncn+력/xsn+이/jcs
지속되고	지속/ncpa+되/xsv+고/ecx
있는	있/px+는/etm
사상적	사상/ncn+적/xsn
조류들	조류/ncn+들/xsn
,	,/sp
신학에서는	신학/ncn+에서/jca+는/jxc
해방문학	해방/ncn+문학/ncn
,	,/sp
사회과학	사회/ncn+과학/ncn
분야에서는	분야/ncn+에서/jca+는/jxc
종속이론	종속/ncn+이론/ncn
,	,/sp
관료적	관료/ncn+적/xsn
권위주의	권위/ncn+주의/ncn
모델	모델/ncn
등이	등/nbn+이/jcs
생성	생성/ncn
발전되어	발전/ncpa+되/xsv+어/ecx
왔다는	오/px+았/ep+다는/etm
사실이다	사실/ncn+이/jp+다/ef
.	./sf
억압적이고	억압/ncn+적/xsn+이/jp+고/ecc
구속적인	구속/ncn+적/xsn+이/jp+ㄴ/etm
현실	현실/ncn
속에서	속/ncn+에서/jca
자유와	자유/ncn+와/jcj
민주주의를	민주/ncn+주의/ncn+를/jco
향한	향하/pvg+ㄴ/etm
정신과	정신/ncn+과/jcj
열정이	열정/ncn+이/jcs
오히려	오히려/mag
그만큼	그/npp+만큼/jxc
커진다는	크/paa+어/ecx+지/px+ㄴ다는/etm
토크빌의	토크빌/nq+의/jcm
통찰력이	통찰/ncn+력/xsn+이/jcs
라틴아메리카	라틴아메리카/nq
대륙의	대륙/ncn+의/jcm
현실과	현실/ncn+과/jcj
정신의	정신/ncn+의/jcm
역사에도	역사/ncn+에/jca+도/jxc
어느	어느/mmd
정도	정도/ncn
적용될	적용/ncpa+되/xsv+ㄹ/etm
수	수/nbn
있는	있/paa+는/etm
것	것/nbn
같다	같/paa+다/ef
.	./sf
이와	이/npd+와/jct
같은	같/paa+ㄴ/etm
문제의식을	문제/ncn+의식/ncn+을/jco
바탕으로	바탕/ncn+으로/jca
,	,/sp
라틴아메리카	라틴아메리카/nq
대륙의	대륙/ncn+의/jcm
전반적인	전반/ncn+적/xsn+이/jp+ㄴ/etm
정치	정치/ncn
경제학적	경제/ncn+학/xsn+적/xsn
발전	발전/ncn
및	및/maj
변천과정을	변천/ncn+과정/ncn+을/jco
외세의	외세/ncn+의/jcm
영향	영향/ncn
및	및/maj
개입과	개입/ncn+과/jcj
연관하여	연관/ncpa+하/xsv+어/ecs
개괄적으로	개괄/ncn+적/xsn+으로/jca
살펴보는	살피/pvg+어/ecx+보/px+는/etm
것이	것/nbn+이/jcs
이	이/mmd
장의	장/nbu+의/jcm
주요	주요/ncn
목적이다	목적/ncn+이/jp+다/ef
.	./sf
그리고	그리고/maj
니카라과를	니카라과/nq+를/jco
위시한	위시/ncpa+하/xsv+ㄴ/etm
라틴아메리카	라틴아메리카/nq
국가들이	국가/ncn+들/xsn+이/jcs
경험해	경험/ncpa+하/xsv+어/ecx
온	오/px+ㄴ/etm
정치	정치/ncn
경제적	경제/ncn+적/xsn
발전	발전/ncn
및	및/maj
변천과정과	변천/ncn+과정/ncn+과/jcj
외세의	외세/ncn+의/jcm
영향에	영향/ncn+에/jca
대한	대하/pvg+ㄴ/etm
이론적	이론/ncn+적/xsn
논점들을	논점/ncn+들/xsn+을/jco
정리해	정리/ncpa+하/xsv+어/ecx
봄으로써	보/px+ㅁ/etn+으로써/jca
이들	이/npd+들/xsn
국가의	국가/ncn+의/jcm
역사가	역사/ncn+가/jca
제3세계	제/xp+3/nno+세계/ncn
국가들에게	국가/ncn+들/xsn+에게/jca
던지는	던지/pvg+는/etm
의미와	의미/ncn+와/jcj
교훈을	교훈/ncn+을/jco
찾아보는	찾/pvg+아/ecx+보/px+는/etm
것이	것/nbn+이/jcs
부차적인	부차/ncn+적/xsn+이/jp+ㄴ/etm
목적이다	목적/ncn+이/jp+다/ef
.	./sf
2	2/nno
.	./sf
라틴아메리카에	라틴아메리카/nq+에/jca
관한	관하/pvg+ㄴ/etm
이론적	이론/ncn+적/xsn
논의	논의/ncn
라틴아메리카	라틴아메리카/nq
국가들의	국가/ncn+들/xsn+의/jcm
발전경로와	발전/ncn+경로/ncn+와/jcj
그	그/mmd
특성을	특성/ncn+을/jco
분석하기	분석/ncpa+하/xsv+기/etn
이전에	이전/ncn+에/jca
그간	그/npd+간/xsn
적용되고	적용/ncpa+되/xsv+고/ecc
행해진	행하/pvg+어/ecx+지/px+ㄴ/etm
시각이나	시각/ncn+이나/jcj
모델이	모델/ncn+이/jcs
갖는	갖/pvg+는/etm
한계와	한계/ncn+와/jcj
문제점들을	문제점/ncn+들/xsn+을/jco
먼저	먼저/mag
논구하는	논구/ncpa+하/xsv+는/etm
것이	것/nbn+이/jcs
이	이/mmd
국가들에	국가/ncn+들/xsn+에/jca
대한	대하/pvg+ㄴ/etm
올바른	올바르/paa+ㄴ/etm
이해를	이해/ncn+를/jco
위해서	위하/pvg+어서/ecs
유익할	유익/ncps+하/xsm+ㄹ/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
라틴아메리카	라틴아메리카/nq
정치	정치/ncn
경제에	경제/ncn+에/jca
관해	관하/pvg+어/ecs
현재까지	현재/ncn+까지/jxc
,	,/sp
특히	특히/mag
미국에서	미국/nq+에서/jca
가장	가장/mag
널리	널리/mag
통용되는	통용/ncpa+되/xsv+는/etm
방법론	방법/ncn+론/xsn
혹은	혹은/maj
관점은	관점/ncn+은/jxc
아마	아마/mag
형식주의적	형식/ncn+주의/ncn+적/xsn
시각일	시각/ncn+이/jp+ㄹ/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
이	이/mmd
형식주의적	형식/ncn+주의/ncn+적/xsn
접근은	접근/ncn+은/jxc
일반성이라는	일반/ncn+성/xsn+이/jp+라는/etm
폭넓은	폭/ncn+넓/paa+ㄴ/etm
차원에서	차원/ncn+에서/jca
여러	여러/mma
부류의	부류/ncn+의/jcm
사회적	사회/ncn+적/xsn
범주	범주/ncn
즉	즉/mag
정치가	정치/ncn+가/xsn
,	,/sp
사업가	사업/ncn+가/xsn
,	,/sp
노동자	노동/ncn+자/xsn
,	,/sp
학생	학생/ncn
,	,/sp
성직자	성직/ncn+자/xsn
등에	등/nbn+에/jca
대해	대하/pvg+어/ecs
논의한다	논의/ncpa+하/xsv+ㄴ다/ef
.	./sf
로널도문크	로널도문크/nq
(	(/sl
Ronaldo	Ronaldo/f
Munck	Munck/f
)	)/sr
가	가/jcs
날카롭게	날카롭/paa+게/ecs
지적하듯이	지적/ncpa+하/xsv+듯이/ecs
,	,/sp
여기서의	여기/npd+서/jca+의/jcm
문제점은	문제/ncn+점/xsn+은/jxc
각	각/mma
범주들이	범주/ncn+들/xsn+이/jcs
그	그/npp
사회의	사회/ncn+의/jcm
다른	다르/paa+ㄴ/etm
그룹들과의	그룹/ncn+들/xsn+과/jct+의/jcm
상호관계의	상호/ncn+관계/ncn+의/jcm
관점에서가	관점/ncn+에서/jca+가/jcc
아니라	아니/paa+라/ecs
자기완결적인	자기/ncn+완결/ncn+적/xsn+이/jp+ㄴ/etm
요소로	요소/ncn+로/jca
채택되고	채택/ncpa+되/xsv+고/ecx
있다는	있/px+다는/etm
점이다	점/ncn+이/jp+다/ef
.	./sf
이	이/mmd
시각은	시각/ncn+은/jxc
사회를	사회/ncn+를/jco
일종의	일종/ncn+의/jcm
조각	조각/ncn
그림으로	그림/ncn+으로/jca
간주한다	간주/ncpa+하/xsv+ㄴ다/ef
.	./sf
따라서	따라서/maj
전체가	전체/ncn+가/jcs
어떻게	어떻/pad+게/ecs
작동	작동/ncn
기능하는지를	기능/ncn+하/xsv+ㄴ지/ecs+를/jco
파악하려면	파악/ncpa+하/xsv+려면/ecs
단순히	단순/ncn+히/xsa
그	그/mmd
단편이나	단편/ncn+이나/jcj
조각을	조각/ncn+을/jco
끼워	끼우/pvg+어/ecs
맞추기만	맞추/pvg+기/etn+만/jxc
하면	하/pvg+면/ecs
된다고	되/pvg+ㄴ다고/ecs
가정한다	가정/ncpa+하/xsv+ㄴ다/ef
.	./sf
가장	가장/mag
단순한	단순/ncps+하/xsm+ㄴ/etm
실증적인	실증/ncn+적/xsn+이/jp+ㄴ/etm
연구는	연구/ncn+는/jxc
연대기	연대/ncn+기/xsn
,	,/sp
즉	즉/mag
사회현실의	사회/ncn+현실/ncn+의/jcm
복잡하고	복잡/ncps+하/xsm+고/ecc
차별적인	차별/ncn+적/xsn+이/jp+ㄴ/etm
'	'/sl
시대	시대/ncn
'	'/sr
를	를/jco
분절적인	분절/ncn+적/xsn+이/jp+ㄴ/etm
사건의	사건/ncn+의/jcm
연속체로	연속/ncn+체/xsn+로/jca
뭉뚱그려	뭉뚱그리/pvg+어/ecx
버리는	버리/px+는/etm
이야기	이야기/ncn
역사이다	역사/ncn+이/jp+다/ef
.	./sf
다른	다르/paa+ㄴ/etm
지역과	지역/ncn+과/jcj
마찬가지로	마찬가지/ncn+로/jca
라틴아메리카	라틴아메리카/nq
국가들을	국가/ncn+들/xsn+을/jco
연구할	연구/ncpa+하/xsv+ㄹ/etm
때에도	때/ncn+에/jca+도/jxc
연속적이고	연속/ncn+적/xsn+이/jp+고/ecc
동질적인	동질/ncn+적/xsn+이/jp+ㄴ/etm
시대를	시대/ncn+를/jco
상정하는	상정/ncpa+하/xsv+는/etm
모델들을	모델/ncn+들/xsn+을/jco
수용하는	수용/ncpa+하/xsv+는/etm
것은	것/nbn+은/jxc
적절하지	적절하/paa+지/ecx
못하다	못하/px+다/ef
.	./sf
아마도	아마도/mag
형식주의	형식/ncn+주의/ncn
접근법을	접근/ncn+법/xsn+을/jco
통해	통하/pvg+어/ecs
라틴아메리카를	라틴아메리카/nq+를/jco
분석한	분석/ncpa+하/xsv+ㄴ/etm
대표적인	대표/ncn+적/xsn+이/jp+ㄴ/etm
저술이	저술/ncn+이/jcs
미국의	미국/nq+의/jcm
대학들에게	대학/ncn+들/xsn+에게/jca
널리	널리/mag
통용되는	통용/ncpa+되/xsv+는/etm
개리워니어	개리위니어/nq
(	(/sl
Gary	Gary/f
Wynia	Wynia/f
)	)/sr
의	의/jcm
라틴아메리카	라틴아메리카/nq
발전의	발전/ncn+의/jcm
정치학	정치/ncn+학/xsn
(	(/sl
The	The/f
Politics	Politics/f
of	of/f
Latin	Latin/f
American	American/f
Development	Development/f
)	)/sr
일	이/jp+ㄹ/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
위니어는	위니어/nq+는/jxc
행위자	행위/ncn+자/xsn
,	,/sp
승자	승자/ncn
,	,/sp
패자	패자/ncn
,	,/sp
그리고	그리고/maj
권력경쟁과	권력/ncn+경쟁/ncn+과/jcj
법칙으로	법칙/ncn+으로/jca
이루어지는	이루/pvg+어/ecx+지/px+는/etm
일종의	일종/ncn+의/jcm
게임으로	게임/ncn+으로/jca
정치를	정치/ncn+를/jco
파악한다	파악/ncpa+하/xsv+ㄴ다/ef
.	./sf
따라서	따라서/maj
우리에게는	우리/npp+에게/jca+는/jxc
각기	각기/mag
다양한	다양/ncps+하/xsm+ㄴ/etm
'	'/sl
행위자	행위/ncn+자/xsn
'	'/sr
와	와/jcj
'	'/sl
게임의	게임/ncn+의/jcm
규칙	규칙/ncn
'	'/sr
둘로	둘/nnc+로/jca
이루어지는	이루/pvg+어/ecx+지/px+는/etm
'	'/sl
권위주의	권위/ncn+주의/ncn
게임	게임/ncn
'	'/sr
이나	이나/jcj
'	'/sl
혁명적	혁명/ncn+적/xsn
게임	게임/ncn
'	'/sr
이	이/jcs
제시될	제시/ncpa+되/xsv+ㄹ/etm
뿐이다	뿐/nbn+이/jp+다/ef
.	./sf
여기에서	여기/npd+에서/jca
역사는	역사/ncn+는/jxc
역동적인	역동/ncn+적/xsn+이/jp+ㄴ/etm
성격을	성격/ncn+을/jco
상실하게	상실/ncpa+하/xsv+게/ecx
되어	되/px+어/ecs
정태적이고	정태/ncn+적/xsn+이/jp+고/ecc
형식화된	형식/ncn+화/xsn+되/xsv+ㄴ/etm
경쟁	경쟁/ncn
게임으로	게임/ncn+으로/jca
구체화되어	구체/ncn+화/xsn+되/xsv+어/ecx
버린다	버리/px+ㄴ다/ef
.	./sf
라틴아메리카의	라틴아메리카/nq+의/jcm
정치경제적	정치/ncn+경제/ncn+적/xsn
현실과	현실/ncn+과/jcj
역사를	역사/ncn+를/jco
어떤	어떻/pad+ㄴ/etm
정형화되고	정형/ncn+화/xsn+되/xsv+고/ecc
형식화된	형식/ncn+화/xsn+되/xsv+ㄴ/etm
정태적	정태/ncn+적/xsn
시나리오가	시나리오/ncn+가/jcc
아니라	아니/paa+라/ecs
동적인	동적/ncn+이/jp+ㄴ/etm
추진력과	추진/ncn+력/xsn+과/jcj
갖가지	갖가지/mma
제약요건들이	제약/ncn+요건/ncn+들/xsn+이/jcs
상호작용하는	상호/ncn+작용/ncpa+하/xsv+는/etm
구조로서	구조/ncn+로서/jca
파악하는	파악/ncpa+하/xsv+는/etm
시각이	시각/ncn+이/jcs
요구된다	요구/ncpa+되/xsv+ㄴ다/ef
.	./sf
우리가	우리/npp+가/jcs
다루고자	다루/pvg+고자/ecx
하는	하/px+는/etm
라틴아메리카를	라틴아메리카/nq+를/jco
분석하기	분석/ncpa+하/xsv+기/etn
이전에	이전/ncn+에/jca
먼저	먼저/mag
적실성	적실/ncn+성/xsn
있는	있/paa+는/etm
시각과	시각/ncn+과/jcj
관점이	관점/ncn+이/jcs
요구되는	요구/ncpa+되/xsv+는/etm
이유가	이유/ncn+가/jcs
여기에	여기/npd+에/jca
있다	있/paa+다/ef
하겠다	하/pvg+겠/ep+다/ef
.	./sf
도입	도입/ncn
부분에서도	부분/ncn+에서/jca+도/jxc
언급하고	언급/ncpa+하/xsv+고/ecc
또한	또한/maj
4절	4/nnc+절/nbu
카르도소의	카르도소/nq+의/jcm
인용문에서도	인용/ncn+문/xsn+에서/jca+도/jxc
강조되듯이	강조/ncpa+되/xsv+듯이/ecs
,	,/sp
특히	특히/mag
미국으로	미국/nq+으로/jca
상징되는	상징/ncpa+되/xsv+는/etm
외세의	외세/ncn+의/jcm
장기적이고	장기/ncn+적/xsn+이/jp+고/ecc
직접적인	직접/ncn+적/xsn+이/jp+ㄴ/etm
영향권	영향/ncn+권/xsn
아래	아래/ncn
놓여	놓이/pvg+어/ecx
있었던	있/px+었/ep+던/etm
라틴아메리카	라틴아메리카/nq
대륙을	대륙/ncn+을/jco
제대로	제대로/mag
이해하기	이해/ncpa+하/xsv+기/etn
위해서는	위하/pvg+어서/ecs+는/jxc
외적인	외/ncn+적/xsn+이/jp+ㄴ/etm
영향력	영향/ncn+력/xsn
/	//sp
결정요인과	결정/ncn+요인/ncn+과/jcj
내적인	내적/ncn+이/jp+ㄴ/etm
통로	통로/ncn
/	//sp
결정요인간의	결정/ncn+요인/ncn+간/xsn+의/jcm
관계에	관계/ncn+에/jca
대한	대하/pvg+ㄴ/etm
인식이	인식/ncn+이/jcs
먼저	먼저/mag
정립되어야	정립/ncpa+되/xsv+어야/ecx
할	하/px+ㄹ/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
초기의	초기/ncn+의/jcm
안드레군더프랭크	안드레군더프랭크/nq
(	(/sl
Andre	Andre/f
Gunder	Gunder/f
Frank	Frank/f
)	)/sr
나	나/jcj
임마누엘왈러스틴	임마누엘왈러스틴/nq
(	(/sl
Immanual	Immanual/f
Wallerstein	Wallerstein/f
)	)/sr
등은	등/nbn+은/jxc
선진자본주의	선진/ncn+자본/ncn+주의/ncn
국가	국가/ncn
혹은	혹은/maj
위계적인	위계/ncn+적/xsn+이/jp+ㄴ/etm
층위들로	층위/ncn+들/xsn+로/jca
구성된	구성/ncpa+되/xsv+ㄴ/etm
세계경제에	세계/ncn+경제/ncn+에/jca
대한	대하/pvg+ㄴ/etm
종속	종속/ncn
(	(/sl
예속	예속/ncn
,	,/sp
의존	의존/ncn
)	)/sr
이	이/jcs
제3세계	제/xp+3/nno+세계/ncn
국가들의	국가/ncn+들/xsn+의/jcm
구조적	구조/ncn+적/xsn
저발전	저/xp+발전/ncn
(	(/sl
underdevelopment	underdevelopment/f
)	)/sr
의	의/jcm
착취관계를	착취/ncn+관계/ncn+를/jco
생성	생성/ncn
온존시키는	온존/ncpa+시키/xsv+는/etm
제일의	제일/ncn+의/jcm
요인이라고	요인/ncn+이/jp+라고/ecs
주장해	주장/ncpa+하/xsv+어/ecx
왔다	오/px+았/ep+다/ef
.	./sf
이러한	이러하/pad+ㄴ/etm
논의가	논의/ncn+가/jcs
너무	너무/mag
도식적이고	도식/ncn+적/xsn+이/jp+고/ecc
결정론적이라는	결정/ncn+론/xsn+적/xsn+이/jp+라는/etm
비판이	비판/ncn+이/jcs
거세게	거세/paa+게/ecs
대두되자	대두/ncpa+되/xsv+자/ecc
,	,/sp
후기	후기/ncn
종속이론가로	종속/ncn+이론/ncn+가/xsn+로/jca
분류되기도	분류/ncpa+되/xsv+기/etn+도/jxc
하는	하/px+는/etm
카르도소와	카르도소/nq+와/jcj
팔레토는	팔레토/nq+는/jxc
국내의	국내/ncn+의/jcm
정치	정치/ncn
경제적	경제/ncn+적/xsn
구조	구조/ncn
및	및/maj
계급관계와	계급/ncn+관계/ncn+와/jcj
정치	정치/ncn
동맹의	동맹/ncn+의/jcm
가능성	가능/ncn+성/xsn
등에	등/nbn+에/jca
의한	의하/pvg+ㄴ/etm
내화	내화/ncn
(	(/sl
internalization	internalization/f
),	)/sr+,/sp
혹은	혹은/maj
여과과정을	여과/ncn+과정/ncn+을/jco
국외적인	국외/ncn+적/xsn+이/jp+ㄴ/etm
영향력이나	영향/ncn+력/xsn+이나/jcj
결정요인과	결정/ncn+요인/ncn+과/jcj
더불어	더불/pvg+어/ecx
그만한	그만하/pvg+ㄴ/etm
비중을	비중/ncn+을/jco
부여하게	부여/ncpa+하/xsv+게/ecx
되었다	되/px+었/ep+다/ef
.	./sf
내적	내적/xsn
/	//sp
외적	외적/ncn
우위성	우위/ncn+성/xsn
논쟁에	논쟁/ncn+에/jca
관해	관하/pvg+어/ecs
쿠아르팀	쿠아르팀/nq
(	(/sl
Joeo	Joeo/f
Quartim	Quartim/f
)	)/sr
은	은/jxc
종속이란	종속/ncn+이/jp+란/etm
처음에는	처음/ncn+에/jca+는/jxc
내부의	내부/ncn+의/jcm
계급투쟁	계급/ncn+투쟁/ncn
자본주의적	자본/ncn+주의/ncn+적/xsn
발전	발전/ncn
정도에	정도/ncn+에/jca
의해서	의하/pvg+어서/ecs
,	,/sp
그리고	그리고/maj
최종적으로는	최종/ncn+적/xsn+으로/jca+는/jxc
세계적	세계/ncn+적/xsn
규모의	규모/ncn+의/jcm
자본축적	자본/ncn+축적/ncn
단계에	단계/ncn+에/jca
의해	의하/pvg+어/ecs
결정되는	결정/ncpa+되/xsv+는/etm
특정한	특정/ncps+하/xsm+ㄴ/etm
지배형태라는	지배/ncn+형태/ncn+라는/jcm
명제를	명제/ncn+를/jco
제시했다	제시/ncpa+하/xsv+었/ep+다/ef
.	./sf
쿠아르팀에게	쿠아르팀/nq+에게/jca
가장	가장/mag
흥미로운	흥미/ncn+롭/xsm+ㄴ/etm
의문은	의문/ncn+은/jxc
종속의	종속/ncn+의/jcm
기원	기원/ncn
(	(/sl
genesis	genesis/f
)	)/sr
에	에/jca
관한	관하/pvg+ㄴ/etm
것인데	것/nbn+이/jp+ㄴ데/ecs
,	,/sp
이	이/mmd
상황에서	상황/ncn+에서/jca
외부체제	외부/ncn+체제/ncn
-	-/sd
세계자본주의	세계/ncn+자본/ncn+주의/ncn
경제	경제/ncn
-	-/sd
는	는/etm
최종적인	최종/ncn+적/xsn+이/jp+ㄴ/etm
결정요인으로	결정/ncn+요인/ncn+으로/jca
남기는	남기/pvg+는/etm
하지만	하/pvg+지만/ecs
,	,/sp
내부요인이	내부/ncn+요인/ncn+이/jcs
주로	주로/mag
결정요인으로	결정/ncn+요인/ncn+으로/jca
파악한다	파악/ncpa+하/xsv+ㄴ다/ef
.	./sf
이상과	이상/ncn+과/jct
같은	같/paa+ㄴ/etm
이론적	이론/ncn+적/xsn
논의들을	논의/ncn+들/xsn+을/jco
염두에	염두/ncn+에/jca
두면서	두/pvg+면서/ecs
라틴아메리카	라틴아메리카/nq
국가들의	국가/ncn+들/xsn+의/jcm
정치	정치/ncn
경제적	경제/ncn+적/xsn
변천과정을	변천/ncn+과정/ncn+을/jco
외세와의	외세/ncn+와/jct+의/jcm
연관성	연관/ncn+성/xsn
속에서	속/ncn+에서/jca
파악해	파악/ncpa+하/xsv+어/ecx
보기로	보/px+기/etn+로/jca
하자	하/pvg+자/ecc
.	./sf
3	3/nno
.	./sf
라틴아메리카의	라틴아메리카/nq+의/jcm
역사와	역사/ncn+와/jcj
예속	예속/ncn
라틴아메리카	라틴아메리카/nq
국가들의	국가/ncn+들/xsn+의/jcm
역사를	역사/ncn+를/jco
살펴보기	살피/pvg+어/ecx+보/px+기/etn
위해서는	위하/pvg+어서/ecs+는/jxc
편의상	편의/ncn+상/xsn
이	이/mmd
대륙에서	대륙/ncn+에서/jca
민족국가가	민족/ncn+국가/ncn+가/jcs
형성되기	형성/ncpa+되/xsv+기/etn
시작했던	시작/ncpa+하/xsv+었/ep+던/etm
19세기	19/nno+세기/ncn
초반으로부터	초반/ncn+으로/jca+부터/jxc
논의를	논의/ncn+를/jco
이끌어내는	이끌/pvg+어/ecx+내/px+는/etm
것이	것/nbn+이/jcs
필요할	필요/ncpa+하/xsv+ㄹ/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
그	그/npd
이전의	이전/ncn+의/jcm
역사는	역사/ncn+는/jxc
흔히	흔히/mag
식민지	식민/ncn+지/xsn
협약	협약/ncn
(	(/sl
colonial	colonial/f
pact	pact/f
)	)/sr
의	의/jcm
체결과	체결/ncn+과/jcj
피기로	피기/ncn+로/jca
특징지워진다	특징/ncn+지우/pvg+어/ecx+지/px+ㄴ다/ef
.	./sf
18세기	18/nno+세기/ncn
말	말/ncn
유럽에서	유럽/nq+에서/jca
일어난	일/pvg+어/ecx+나/px+ㄴ/etm
여러	여러/mma
가지	가지/nbu
정치적	정치/ncn+적/xsn
사건은	사건/ncn+은/jxc
포르투칼과	포르투칼/nq+과/jcj
스페인	스페인/nq
등	등/nbn
제국주의	제국/ncn+주의/ncn
세력들간의	세력/ncn+들/xsn+간/xsn+의/jcm
역학관계를	역학/ncn+관계/ncn+를/jco
변화시켰고	변화/ncpa+시키/xsv+었/ep+고/ecc
,	,/sp
그	그/mmd
결과	결과/ncn
이들의	이/npd+들/xsn+의/jcm
통치	통치/ncn
아래	아래/ncn
있던	있/paa+던/etm
라틴아메리카	라틴아메리카/nq
식민지들간의	식민/ncn+지/xsn+들/xsn+간/xsn+의/jcm
관계에도	관계/ncn+에/jca+도/jxc
일정한	일정/ncps+하/xsm+ㄴ/etm
변화를	변화/ncn+를/jco
초래했다	초래/ncpa+하/xsv+었/ep+다/ef
.	./sf
라틴아메리카의	라틴아메리카/nq+의/jcm
주요	주요/ncn
식민제국이었던	식민/ncn+제국/ncn+이/jp+었/ep+던/etm
스페인은	스페인/nq+은/jxc
그	그/mmd
독점적인	독점/ncn+적/xsn+이/jp+ㄴ/etm
지위를	지위/ncn+를/jco
더욱	더욱/mag
더	더/mag
강화하고자	강화/ncpa+하/xsv+고자/ecs
밀수와	밀수/ncn+와/jcj
비공식적인	비/xp+공식/ncn+적/xsn+이/jp+ㄴ/etm
교역을	교역/ncn+을/jco
증대하게	증대/ncpa+하/xsv+게/ecx
